主索节点1,X坐标（米）,Y坐标（米）,Z坐标（米）,主索节点1,X坐标（米）,Y坐标（米）,Z坐标（米）,主索节点3,X坐标（米）,Y坐标（米）,Z坐标（米）
B332,175.3409,139.585,-200.0295,B358,179.5492,145.492,-191.9233,B359,185.0643,136.264,-193.4519
B333,180.7885,130.383,-201.3856,B334,186.0034,121.012,-202.4824,B360,190.365,126.946,-194.6436
B333,180.7885,130.383,-201.3856,B359,185.0643,136.264,-193.4519,B360,190.365,126.946,-194.6436
B334,186.0034,121.012,-202.4824,B335,190.6654,111.652,-203.5209,B361,195.1254,117.664,-195.7587
B334,186.0034,121.012,-202.4824,B360,190.365,126.946,-194.6436,B361,195.1254,117.664,-195.7587
B335,190.6654,111.652,-203.5209,B336,195.0942,102.156,-204.3104,B362,199.6483,108.215,-196.6479
B335,190.6654,111.652,-203.5209,B361,195.1254,117.664,-195.7587,B362,199.6483,108.215,-196.6479
B336,195.0942,102.156,-204.3104,B337,199.6963,90.805,-205.2221,B363,203.9117,98.651,-197.3021
B336,195.0942,102.156,-204.3104,B362,199.6483,108.215,-196.6479,B363,203.9117,98.651,-197.3021
B337,199.6963,90.805,-205.2221,B338,203.9646,79.302,-205.7908,B364,208.3535,87.217,-198.0459
B337,199.6963,90.805,-205.2221,B363,203.9117,98.651,-197.3021,B364,208.3535,87.217,-198.0459
B338,203.9646,79.302,-205.7908,B339,207.9709,67.574,-205.9661,B365,212.5489,75.582,-198.3699
B338,203.9646,79.302,-205.7908,B364,208.3535,87.217,-198.0459,B365,212.5489,75.582,-198.3699
B339,207.9709,67.574,-205.9661,B340,211.6231,55.731,-205.7908,B366,216.3812,63.787,-198.3699
B339,207.9709,67.574,-205.9661,B365,212.5489,75.582,-198.3699,B366,216.3812,63.787,-198.3699
B340,211.6231,55.731,-205.7908,B341,214.9311,43.917,-205.2221,B367,219.8263,51.908,-198.0459
B340,211.6231,55.731,-205.7908,B366,216.3812,63.787,-198.3699,B367,219.8263,51.908,-198.0459
B341,214.9311,43.917,-205.2221,B342,217.8798,32.029,-204.3104,B368,222.9537,40.046,-197.3021
B341,214.9311,43.917,-205.2221,B367,219.8263,51.908,-198.0459,B368,222.9537,40.046,-197.3021
B342,217.8798,32.029,-204.3104,B343,219.8788,21.743,-203.5209,B369,225.1257,29.804,-196.6479
B342,217.8798,32.029,-204.3104,B368,222.9537,40.046,-197.3021,B369,225.1257,29.804,-196.6479
B343,219.8788,21.743,-203.5209,B344,221.6087,11.43,-202.4824,B370,227.0208,19.5,-195.7587
B343,219.8788,21.743,-203.5209,B369,225.1257,29.804,-196.6479,B370,227.0208,19.5,-195.7587
B344,221.6087,11.43,-202.4824,B345,222.8977,0.784,-201.3856,B371,228.6254,9.193,-194.6436
B344,221.6087,11.43,-202.4824,B370,227.0208,19.5,-195.7587,B371,228.6254,9.193,-194.6436
B345,222.8977,0.784,-201.3856,B346,223.8997,-9.863,-200.0295,B372,229.8138,-1.461,-193.4519
B345,222.8977,0.784,-201.3856,B371,228.6254,9.193,-194.6436,B372,229.8138,-1.461,-193.4519
B346,223.8997,-9.863,-200.0295,B347,224.6623,-20.583,-198.3516,B373,230.776,-12.168,-191.9233
B346,223.8997,-9.863,-200.0295,B372,229.8138,-1.461,-193.4519,B373,230.776,-12.168,-191.9233
B347,224.6623,-20.583,-198.3516,B348,225.1303,-31.275,-196.4137,B374,231.4315,-22.885,-190.1469
B347,224.6623,-20.583,-198.3516,B373,230.776,-12.168,-191.9233,B374,231.4315,-22.885,-190.1469
B348,225.1303,-31.275,-196.4137,B349,225.328,-41.826,-194.2112,B375,231.7723,-33.551,-188.1385
B348,225.1303,-31.275,-196.4137,B374,231.4315,-22.885,-190.1469,B375,231.7723,-33.551,-188.1385
B349,225.328,-41.826,-194.2112,B350,225.2356,-52.323,-191.7586,B376,231.8623,-44.088,-185.8393
B349,225.328,-41.826,-194.2112,B375,231.7723,-33.551,-188.1385,B376,231.8623,-44.088,-185.8393
B350,225.2356,-52.323,-191.7586,B351,224.6131,-62.544,-189.4129,B377,231.4405,-54.335,-183.6386
B350,225.2356,-52.323,-191.7586,B376,231.8623,-44.088,-185.8393,B377,231.4405,-54.335,-183.6386
B351,224.6131,-62.544,-189.4129,C326,223.716,-72.689,-186.8356,B378,230.7298,-64.538,-181.2145
B351,224.6131,-62.544,-189.4129,B377,231.4405,-54.335,-183.6386,B378,230.7298,-64.538,-181.2145
C326,223.716,-72.689,-186.8356,C327,218.4788,-81.424,-189.4129,C353,224.5992,-83.406,-181.2145
C326,223.716,-72.689,-186.8356,B378,230.7298,-64.538,-181.2145,C352,229.7287,-74.643,-178.5868
C326,223.716,-72.689,-186.8356,C352,229.7287,-74.643,-178.5868,C353,224.5992,-83.406,-181.2145
C327,218.4788,-81.424,-189.4129,C328,212.9743,-90.059,-191.7586,C354,219.1768,-92.079,-183.6386
C327,218.4788,-81.424,-189.4129,C353,224.5992,-83.406,-181.2145,C354,219.1768,-92.079,-183.6386
C328,212.9743,-90.059,-191.7586,C329,206.8792,-98.606,-194.2112,C355,213.4953,-100.616,-185.8393
C328,212.9743,-90.059,-191.7586,C354,219.1768,-92.079,-183.6386,C355,213.4953,-100.616,-185.8393
C329,206.8792,-98.606,-194.2112,C330,200.5177,-107.025,-196.4137,C356,207.2286,-109.088,-188.1385
C329,206.8792,-98.606,-194.2112,C355,213.4953,-100.616,-185.8393,C356,207.2286,-109.088,-188.1385
C330,200.5177,-107.025,-196.4137,C331,193.8541,-115.401,-198.3516,C357,200.6838,-117.517,-190.1469
C330,200.5177,-107.025,-196.4137,C356,207.2286,-109.088,-188.1385,C357,200.6838,-117.517,-190.1469
C331,193.8541,-115.401,-198.3516,C332,186.9364,-123.625,-200.0295,C358,193.8541,-125.802,-191.9233
C331,193.8541,-115.401,-198.3516,C357,200.6838,-117.517,-190.1469,C358,193.8541,-125.802,-191.9233
C332,186.9364,-123.625,-200.0295,C333,179.8676,-131.649,-201.3856,C359,186.7822,-133.899,-193.4519
C332,186.9364,-123.625,-200.0295,C358,193.8541,-125.802,-191.9233,C359,186.7822,-133.899,-193.4519
C333,179.8676,-131.649,-201.3856,C334,172.5671,-139.505,-202.4824,C360,179.5586,-141.819,-194.6436
C333,179.8676,-131.649,-201.3856,C359,186.7822,-133.899,-193.4519,C360,179.5586,-141.819,-194.6436
C334,172.5671,-139.505,-202.4824,C335,165.106,-146.831,-203.5209,C361,172.202,-149.215,-195.7587
C334,172.5671,-139.505,-202.4824,C360,179.5586,-141.819,-194.6436,C361,172.202,-149.215,-195.7587
C335,165.106,-146.831,-203.5209,C336,157.4428,-153.978,-204.3104,C362,164.6126,-156.436,-196.6479
C335,165.106,-146.831,-203.5209,C361,172.202,-149.215,-195.7587,C362,164.6126,-156.436,-196.6479
C336,157.4428,-153.978,-204.3104,C337,148.0696,-161.862,-205.2221,C363,156.8349,-163.446,-197.3021
C336,157.4428,-153.978,-204.3104,C362,164.6126,-156.436,-196.6479,C363,156.8349,-163.446,-197.3021
C337,148.0696,-161.862,-205.2221,C338,138.4488,-169.476,-205.7908,C364,147.3329,-171.204,-198.0459
C337,148.0696,-161.862,-205.2221,C363,156.8349,-163.446,-197.3021,C364,147.3329,-171.204,-198.0459
C338,138.4488,-169.476,-205.7908,C339,128.5331,-176.91,-205.9661,C365,137.5632,-178.79,-198.3699
C338,138.4488,-169.476,-205.7908,C364,147.3329,-171.204,-198.0459,C365,137.5632,-178.79,-198.3699
C339,128.5331,-176.91,-205.9661,C340,118.3985,-184.043,-205.7908,C366,127.5302,-186.079,-198.3699
C339,128.5331,-176.91,-205.9661,C365,137.5632,-178.79,-198.3699,C366,127.5302,-186.079,-198.3699
C340,118.3985,-184.043,-205.7908,C341,108.1843,-190.84,-205.2221,C367,117.2968,-193.027,-198.0459
C340,118.3985,-184.043,-205.7908,C366,127.5302,-186.079,-198.3699,C367,117.2968,-193.027,-198.0459
C341,108.1843,-190.84,-205.2221,C342,97.7892,-197.318,-204.3104,C368,106.9824,-199.666,-197.3021
C341,108.1843,-190.84,-205.2221,C367,117.2968,-193.027,-198.0459,C368,106.9824,-199.666,-197.3021
C342,97.7892,-197.318,-204.3104,C343,88.6243,-202.398,-203.5209,C369,97.9122,-204.897,-196.6479
C342,97.7892,-197.318,-204.3104,C368,106.9824,-199.666,-197.3021,C369,97.9122,-204.897,-196.6479
C343,88.6243,-202.398,-203.5209,C344,79.351,-207.23,-202.4824,C370,88.6987,-209.883,-195.7587
C343,88.6243,-202.398,-203.5209,C369,97.9122,-204.897,-196.6479,C370,88.6987,-209.883,-195.7587
C344,79.351,-207.23,-202.4824,C345,69.6243,-211.746,-201.3856,C371,79.3916,-214.595,-194.6436
C344,79.351,-207.23,-202.4824,C370,88.6987,-209.883,-195.7587,C371,79.3916,-214.595,-194.6436
C345,69.6243,-211.746,-201.3856,C346,59.8079,-215.989,-200.0295,C372,69.6266,-219.017,-193.4519
C345,69.6243,-211.746,-201.3856,C371,79.3916,-214.595,-194.6436,C372,69.6266,-219.017,-193.4519
C346,59.8079,-215.989,-200.0295,C347,49.8486,-220.027,-198.3516,C373,59.7408,-223.241,-191.9233
C346,59.8079,-215.989,-200.0295,C372,69.6266,-219.017,-193.4519,C373,59.7408,-223.241,-191.9233
C347,49.8486,-220.027,-198.3516,C348,39.824,-223.776,-196.4137,C374,49.7509,-227.176,-190.1469
C347,49.8486,-220.027,-198.3516,C373,59.7408,-223.241,-191.9233,C374,49.7509,-227.176,-190.1469
C348,39.824,-223.776,-196.4137,C349,29.8508,-227.224,-194.2112,C375,39.7125,-230.796,-188.1385
C348,39.824,-223.776,-196.4137,C374,49.7509,-227.176,-190.1469,C375,39.7125,-230.796,-188.1385
C349,29.8508,-227.224,-194.2112,C350,19.8391,-230.38,-191.7586,C376,29.7184,-234.138,-185.8393
C349,29.8508,-227.224,-194.2112,C375,39.7125,-230.796,-188.1385,C376,29.7184,-234.138,-185.8393
C350,19.8391,-230.38,-191.7586,C351,9.9256,-232.947,-189.4129,C377,19.8429,-236.903,-183.6386
C350,19.8391,-230.38,-191.7586,C376,29.7184,-234.138,-185.8393,C377,19.8429,-236.903,-183.6386
C351,9.9256,-232.947,-189.4129,D326,0,-235.229,-186.8356,C378,9.9195,-239.38,-181.2145
C351,9.9256,-232.947,-189.4129,C377,19.8429,-236.903,-183.6386,C378,9.9195,-239.38,-181.2145
D326,0,-235.229,-186.8356,D327,-9.9256,-232.947,-189.4129,D353,-9.9195,-239.38,-181.2145
D326,0,-235.229,-186.8356,C378,9.9195,-239.38,-181.2145,D352,0,-241.551,-178.5868
D326,0,-235.229,-186.8356,D352,0,-241.551,-178.5868,D353,-9.9195,-239.38,-181.2145
D327,-9.9256,-232.947,-189.4129,D328,-19.8391,-230.38,-191.7586,D354,-19.8429,-236.903,-183.6386
D327,-9.9256,-232.947,-189.4129,D353,-9.9195,-239.38,-181.2145,D354,-19.8429,-236.903,-183.6386
D328,-19.8391,-230.38,-191.7586,D329,-29.8508,-227.224,-194.2112,D355,-29.7184,-234.138,-185.8393
D328,-19.8391,-230.38,-191.7586,D354,-19.8429,-236.903,-183.6386,D355,-29.7184,-234.138,-185.8393
D329,-29.8508,-227.224,-194.2112,D330,-39.824,-223.776,-196.4137,D356,-39.7125,-230.796,-188.1385
D329,-29.8508,-227.224,-194.2112,D355,-29.7184,-234.138,-185.8393,D356,-39.7125,-230.796,-188.1385
D330,-39.824,-223.776,-196.4137,D331,-49.8486,-220.027,-198.3516,D357,-49.7509,-227.176,-190.1469
D330,-39.824,-223.776,-196.4137,D356,-39.7125,-230.796,-188.1385,D357,-49.7509,-227.176,-190.1469
D331,-49.8486,-220.027,-198.3516,D332,-59.8079,-215.989,-200.0295,D358,-59.7408,-223.241,-191.9233
D331,-49.8486,-220.027,-198.3516,D357,-49.7509,-227.176,-190.1469,D358,-59.7408,-223.241,-191.9233
D332,-59.8079,-215.989,-200.0295,D333,-69.6243,-211.746,-201.3856,D359,-69.6266,-219.017,-193.4519
D332,-59.8079,-215.989,-200.0295,D358,-59.7408,-223.241,-191.9233,D359,-69.6266,-219.017,-193.4519
D333,-69.6243,-211.746,-201.3856,D334,-79.351,-207.23,-202.4824,D360,-79.3916,-214.595,-194.6436
D333,-69.6243,-211.746,-201.3856,D359,-69.6266,-219.017,-193.4519,D360,-79.3916,-214.595,-194.6436
D334,-79.351,-207.23,-202.4824,D335,-88.6243,-202.398,-203.5209,D361,-88.6987,-209.883,-195.7587
D334,-79.351,-207.23,-202.4824,D360,-79.3916,-214.595,-194.6436,D361,-88.6987,-209.883,-195.7587
D335,-88.6243,-202.398,-203.5209,D336,-97.7892,-197.318,-204.3104,D362,-97.9122,-204.897,-196.6479
D335,-88.6243,-202.398,-203.5209,D361,-88.6987,-209.883,-195.7587,D362,-97.9122,-204.897,-196.6479
D336,-97.7892,-197.318,-204.3104,D337,-108.1843,-190.84,-205.2221,D363,-106.9824,-199.666,-197.3021
D336,-97.7892,-197.318,-204.3104,D362,-97.9122,-204.897,-196.6479,D363,-106.9824,-199.666,-197.3021
D337,-108.1843,-190.84,-205.2221,D338,-118.3985,-184.043,-205.7908,D364,-117.2968,-193.027,-198.0459
D337,-108.1843,-190.84,-205.2221,D363,-106.9824,-199.666,-197.3021,D364,-117.2968,-193.027,-198.0459
D338,-118.3985,-184.043,-205.7908,D339,-128.5331,-176.91,-205.9661,D365,-127.5302,-186.079,-198.3699
D338,-118.3985,-184.043,-205.7908,D364,-117.2968,-193.027,-198.0459,D365,-127.5302,-186.079,-198.3699
D339,-128.5331,-176.91,-205.9661,D340,-138.4488,-169.476,-205.7908,D366,-137.5632,-178.79,-198.3699
D339,-128.5331,-176.91,-205.9661,D365,-127.5302,-186.079,-198.3699,D366,-137.5632,-178.79,-198.3699
D340,-138.4488,-169.476,-205.7908,D341,-148.0696,-161.862,-205.2221,D367,-147.3329,-171.204,-198.0459
D340,-138.4488,-169.476,-205.7908,D366,-137.5632,-178.79,-198.3699,D367,-147.3329,-171.204,-198.0459
D341,-148.0696,-161.862,-205.2221,D342,-157.4428,-153.978,-204.3104,D368,-156.8349,-163.446,-197.3021
D341,-148.0696,-161.862,-205.2221,D367,-147.3329,-171.204,-198.0459,D368,-156.8349,-163.446,-197.3021
D342,-157.4428,-153.978,-204.3104,D343,-165.106,-146.831,-203.5209,D369,-164.6126,-156.436,-196.6479
D342,-157.4428,-153.978,-204.3104,D368,-156.8349,-163.446,-197.3021,D369,-164.6126,-156.436,-196.6479
D343,-165.106,-146.831,-203.5209,D344,-172.5671,-139.505,-202.4824,D370,-172.202,-149.215,-195.7587
D343,-165.106,-146.831,-203.5209,D369,-164.6126,-156.436,-196.6479,D370,-172.202,-149.215,-195.7587
D344,-172.5671,-139.505,-202.4824,D345,-179.8676,-131.649,-201.3856,D371,-179.5586,-141.819,-194.6436
D344,-172.5671,-139.505,-202.4824,D370,-172.202,-149.215,-195.7587,D371,-179.5586,-141.819,-194.6436
D345,-179.8676,-131.649,-201.3856,D346,-186.9364,-123.625,-200.0295,D372,-186.7822,-133.899,-193.4519
D345,-179.8676,-131.649,-201.3856,D371,-179.5586,-141.819,-194.6436,D372,-186.7822,-133.899,-193.4519
D346,-186.9364,-123.625,-200.0295,D347,-193.8541,-115.401,-198.3516,D373,-193.8541,-125.802,-191.9233
D346,-186.9364,-123.625,-200.0295,D372,-186.7822,-133.899,-193.4519,D373,-193.8541,-125.802,-191.9233
D347,-193.8541,-115.401,-198.3516,D348,-200.5177,-107.025,-196.4137,D374,-200.6838,-117.517,-190.1469
D347,-193.8541,-115.401,-198.3516,D373,-193.8541,-125.802,-191.9233,D374,-200.6838,-117.517,-190.1469
D348,-200.5177,-107.025,-196.4137,D349,-206.8792,-98.606,-194.2112,D375,-207.2286,-109.088,-188.1385
D348,-200.5177,-107.025,-196.4137,D374,-200.6838,-117.517,-190.1469,D375,-207.2286,-109.088,-188.1385
D349,-206.8792,-98.606,-194.2112,D350,-212.9743,-90.059,-191.7586,D376,-213.4953,-100.616,-185.8393
D349,-206.8792,-98.606,-194.2112,D375,-207.2286,-109.088,-188.1385,D376,-213.4953,-100.616,-185.8393
D350,-212.9743,-90.059,-191.7586,D351,-218.4788,-81.424,-189.4129,D377,-219.1768,-92.079,-183.6386
D350,-212.9743,-90.059,-191.7586,D376,-213.4953,-100.616,-185.8393,D377,-219.1768,-92.079,-183.6386
D351,-218.4788,-81.424,-189.4129,E326,-223.716,-72.689,-186.8356,D378,-224.5992,-83.406,-181.2145
D351,-218.4788,-81.424,-189.4129,D377,-219.1768,-92.079,-183.6386,D378,-224.5992,-83.406,-181.2145
E326,-223.716,-72.689,-186.8356,E327,-224.6131,-62.544,-189.4129,E353,-230.7298,-64.538,-181.2145
E326,-223.716,-72.689,-186.8356,D378,-224.5992,-83.406,-181.2145,E352,-229.7287,-74.643,-178.5868
E326,-223.716,-72.689,-186.8356,E352,-229.7287,-74.643,-178.5868,E353,-230.7298,-64.538,-181.2145
E327,-224.6131,-62.544,-189.4129,E328,-225.2356,-52.323,-191.7586,E354,-231.4405,-54.335,-183.6386
E327,-224.6131,-62.544,-189.4129,E353,-230.7298,-64.538,-181.2145,E354,-231.4405,-54.335,-183.6386
E328,-225.2356,-52.323,-191.7586,E329,-225.328,-41.826,-194.2112,E355,-231.8622,-44.088,-185.8393
E328,-225.2356,-52.323,-191.7586,E354,-231.4405,-54.335,-183.6386,E355,-231.8622,-44.088,-185.8393
E329,-225.328,-41.826,-194.2112,E330,-225.1303,-31.275,-196.4137,E356,-231.7723,-33.551,-188.1385
E329,-225.328,-41.826,-194.2112,E355,-231.8622,-44.088,-185.8393,E356,-231.7723,-33.551,-188.1385
E330,-225.1303,-31.275,-196.4137,E331,-224.6623,-20.583,-198.3516,E357,-231.4315,-22.885,-190.1469
E330,-225.1303,-31.275,-196.4137,E356,-231.7723,-33.551,-188.1385,E357,-231.4315,-22.885,-190.1469
E331,-224.6623,-20.583,-198.3516,E332,-223.8997,-9.863,-200.0295,E358,-230.776,-12.168,-191.9233
E331,-224.6623,-20.583,-198.3516,E357,-231.4315,-22.885,-190.1469,E358,-230.776,-12.168,-191.9233
E332,-223.8997,-9.863,-200.0295,E333,-222.8977,0.784,-201.3856,E359,-229.8138,-1.461,-193.4519
E332,-223.8997,-9.863,-200.0295,E358,-230.776,-12.168,-191.9233,E359,-229.8138,-1.461,-193.4519
E333,-222.8977,0.784,-201.3856,E334,-221.6087,11.43,-202.4824,E360,-228.6254,9.193,-194.6436
E333,-222.8977,0.784,-201.3856,E359,-229.8138,-1.461,-193.4519,E360,-228.6254,9.193,-194.6436
E334,-221.6087,11.43,-202.4824,E335,-219.8788,21.743,-203.5209,E361,-227.0208,19.5,-195.7587
E334,-221.6087,11.43,-202.4824,E360,-228.6254,9.193,-194.6436,E361,-227.0208,19.5,-195.7587
E335,-219.8788,21.743,-203.5209,E336,-217.8798,32.029,-204.3104,E362,-225.1257,29.804,-196.6479
E335,-219.8788,21.743,-203.5209,E361,-227.0208,19.5,-195.7587,E362,-225.1257,29.804,-196.6479
E336,-217.8798,32.029,-204.3104,E337,-214.9311,43.917,-205.2221,E363,-222.9537,40.046,-197.3021
E336,-217.8798,32.029,-204.3104,E362,-225.1257,29.804,-196.6479,E363,-222.9537,40.046,-197.3021
E337,-214.9311,43.917,-205.2221,E338,-211.6232,55.731,-205.7908,E364,-219.8263,51.908,-198.0459
E337,-214.9311,43.917,-205.2221,E363,-222.9537,40.046,-197.3021,E364,-219.8263,51.908,-198.0459
E338,-211.6232,55.731,-205.7908,E339,-207.9709,67.574,-205.9661,E365,-216.3812,63.787,-198.3699
E338,-211.6232,55.731,-205.7908,E364,-219.8263,51.908,-198.0459,E365,-216.3812,63.787,-198.3699
E339,-207.9709,67.574,-205.9661,E340,-203.9646,79.302,-205.7908,E366,-212.5489,75.582,-198.3699
E339,-207.9709,67.574,-205.9661,E365,-216.3812,63.787,-198.3699,E366,-212.5489,75.582,-198.3699
E340,-203.9646,79.302,-205.7908,E341,-199.6963,90.805,-205.2221,E367,-208.3535,87.217,-198.0459
E340,-203.9646,79.302,-205.7908,E366,-212.5489,75.582,-198.3699,E367,-208.3535,87.217,-198.0459
E341,-199.6963,90.805,-205.2221,E342,-195.0942,102.156,-204.3104,E368,-203.9117,98.651,-197.3021
E341,-199.6963,90.805,-205.2221,E367,-208.3535,87.217,-198.0459,E368,-203.9117,98.651,-197.3021
E342,-195.0942,102.156,-204.3104,E343,-190.6654,111.652,-203.5209,E369,-199.6483,108.215,-196.6479
E342,-195.0942,102.156,-204.3104,E368,-203.9117,98.651,-197.3021,E369,-199.6483,108.215,-196.6479
E343,-190.6654,111.652,-203.5209,E344,-186.0034,121.012,-202.4824,E370,-195.1254,117.664,-195.7587
E343,-190.6654,111.652,-203.5209,E369,-199.6483,108.215,-196.6479,E370,-195.1254,117.664,-195.7587
E344,-186.0034,121.012,-202.4824,E345,-180.7885,130.383,-201.3856,E371,-190.365,126.946,-194.6436
E344,-186.0034,121.012,-202.4824,E370,-195.1254,117.664,-195.7587,E371,-190.365,126.946,-194.6436
E345,-180.7885,130.383,-201.3856,E346,-175.3409,139.585,-200.0295,E372,-185.0643,136.264,-193.4519
E345,-180.7885,130.383,-201.3856,E371,-190.365,126.946,-194.6436,E372,-185.0643,136.264,-193.4519
E346,-175.3409,139.585,-200.0295,E347,-169.657,148.706,-198.3516,E373,-179.5492,145.492,-191.9233
E346,-175.3409,139.585,-200.0295,E372,-185.0643,136.264,-193.4519,E373,-179.5492,145.492,-191.9233
E347,-169.657,148.706,-198.3516,E348,-163.7507,157.631,-196.4137,E374,-173.7803,154.547,-190.1469
E347,-169.657,148.706,-198.3516,E373,-179.5492,145.492,-191.9233,E374,-173.7803,154.547,-190.1469
E348,-163.7507,157.631,-196.4137,E349,-157.7092,166.283,-194.2112,E375,-167.7869,163.376,-188.1385
E348,-163.7507,157.631,-196.4137,E374,-173.7803,154.547,-190.1469,E375,-167.7869,163.376,-188.1385
E349,-157.7092,166.283,-194.2112,E350,-151.4645,174.721,-191.7586,E376,-161.6657,171.954,-185.8393
E349,-157.7092,166.283,-194.2112,E375,-167.7869,163.376,-188.1385,E376,-161.6657,171.954,-185.8393
E350,-151.4645,174.721,-191.7586,E351,-144.9529,182.624,-189.4129,E377,-155.3017,179.996,-183.6386
E350,-151.4645,174.721,-191.7586,E376,-161.6657,171.954,-185.8393,E377,-155.3017,179.996,-183.6386
E351,-144.9529,182.624,-189.4129,A326,-138.2641,190.305,-186.8356,E378,-148.7294,187.833,-181.2145
E351,-144.9529,182.624,-189.4129,E377,-155.3017,179.996,-183.6386,E378,-148.7294,187.833,-181.2145
A326,-138.2641,190.305,-186.8356,A353,-132.6793,199.494,-181.2145,A352,-141.9801,195.419,-178.5868
A326,-138.2641,190.305,-186.8356,E378,-148.7294,187.833,-181.2145,A352,-141.9801,195.419,-178.5868
A353,-132.6793,199.494,-181.2145,A354,-123.1951,203.323,-183.6386,A381,-126.878,208.358,-175.2979
A353,-132.6793,199.494,-181.2145,A352,-141.9801,195.419,-178.5868,A380,-136.2851,204.453,-172.8163
A353,-132.6793,199.494,-181.2145,A380,-136.2851,204.453,-172.8163,A381,-126.878,208.358,-175.2979
A354,-123.1951,203.323,-183.6386,A355,-113.5804,206.89,-185.8393,A382,-117.3164,212.008,-177.5659
A354,-123.1951,203.323,-183.6386,A381,-126.878,208.358,-175.2979,A382,-117.3164,212.008,-177.5659
A355,-113.5804,206.89,-185.8393,A356,-103.5306,210.061,-188.1385,A383,-107.6119,215.401,-179.6177
A355,-113.5804,206.89,-185.8393,A382,-117.3164,212.008,-177.5659,A383,-107.6119,215.401,-179.6177
A356,-103.5306,210.061,-188.1385,A357,-93.2817,213.033,-190.1469,A384,-97.4169,218.476,-181.7102
A356,-103.5306,210.061,-188.1385,A383,-107.6119,215.401,-179.6177,A384,-97.4169,218.476,-181.7102
A357,-93.2817,213.033,-190.1469,A358,-82.8866,215.721,-191.9233,A385,-87.0948,221.266,-183.5655
A357,-93.2817,213.033,-190.1469,A384,-97.4169,218.476,-181.7102,A385,-87.0948,221.266,-183.5655
A358,-82.8866,215.721,-191.9233,A359,-72.4062,218.115,-193.4519,A386,-76.659,223.767,-185.1812
A358,-82.8866,215.721,-191.9233,A385,-87.0948,221.266,-183.5655,A386,-76.659,223.767,-185.1812
A359,-72.4062,218.115,-193.4519,A360,-61.9066,220.277,-194.6436,A387,-66.1232,225.976,-186.5552
A359,-72.4062,218.115,-193.4519,A386,-76.659,223.767,-185.1812,A387,-66.1232,225.976,-186.5552
A360,-61.9066,220.277,-194.6436,A361,-51.6079,221.936,-195.7587,A388,-55.8582,227.744,-187.7581
A360,-61.9066,220.277,-194.6436,A387,-66.1232,225.976,-186.5552,A388,-55.8582,227.744,-187.7581
A361,-51.6079,221.936,-195.7587,A362,-41.2231,223.317,-196.6479,A389,-45.5253,229.233,-188.7322
A361,-51.6079,221.936,-195.7587,A388,-55.8582,227.744,-187.7581,A389,-45.5253,229.233,-188.7322
A362,-41.2231,223.317,-196.6479,A363,-30.8105,224.417,-197.3021,A390,-35.1369,230.444,-189.4763
A362,-41.2231,223.317,-196.6479,A389,-45.5253,229.233,-188.7322,A390,-35.1369,230.444,-189.4763
A363,-30.8105,224.417,-197.3021,A364,-18.5633,225.108,-198.0459,A391,-24.7056,231.374,-189.9897
A363,-30.8105,224.417,-197.3021,A390,-35.1369,230.444,-189.4763,A391,-24.7056,231.374,-189.9897
A364,-18.5633,225.108,-198.0459,A365,-6.2008,225.502,-198.3699,A392,-12.3633,231.964,-190.4739
A364,-18.5633,225.108,-198.0459,A391,-24.7056,231.374,-189.9897,A392,-12.3633,231.964,-190.4739
A365,-6.2008,225.502,-198.3699,A366,6.2008,225.502,-198.3699,A393,0,232.16,-190.6355
A365,-6.2008,225.502,-198.3699,A392,-12.3633,231.964,-190.4739,A393,0,232.16,-190.6355
A366,6.2008,225.502,-198.3699,A367,18.5633,225.108,-198.0459,A394,12.3633,231.964,-190.4739
A366,6.2008,225.502,-198.3699,A393,0,232.16,-190.6355,A394,12.3633,231.964,-190.4739
A367,18.5633,225.108,-198.0459,A368,30.8105,224.417,-197.3021,A395,24.7056,231.374,-189.9897
A367,18.5633,225.108,-198.0459,A394,12.3633,231.964,-190.4739,A395,24.7056,231.374,-189.9897
A368,30.8105,224.417,-197.3021,A369,41.2231,223.317,-196.6479,A396,35.1369,230.444,-189.4763
A368,30.8105,224.417,-197.3021,A395,24.7056,231.374,-189.9897,A396,35.1369,230.444,-189.4763
A369,41.2231,223.317,-196.6479,A370,51.6079,221.936,-195.7587,A397,45.5253,229.233,-188.7322
A369,41.2231,223.317,-196.6479,A396,35.1369,230.444,-189.4763,A397,45.5253,229.233,-188.7322
A370,51.6079,221.936,-195.7587,A371,61.9066,220.277,-194.6436,A398,55.8582,227.744,-187.7581
A370,51.6079,221.936,-195.7587,A397,45.5253,229.233,-188.7322,A398,55.8582,227.744,-187.7581
A371,61.9066,220.277,-194.6436,A372,72.4062,218.115,-193.4519,A399,66.1232,225.976,-186.5552
A371,61.9066,220.277,-194.6436,A398,55.8582,227.744,-187.7581,A399,66.1232,225.976,-186.5552
A372,72.4062,218.115,-193.4519,A373,82.8866,215.721,-191.9233,A400,76.659,223.767,-185.1812
A372,72.4062,218.115,-193.4519,A399,66.1232,225.976,-186.5552,A400,76.659,223.767,-185.1812
A373,82.8866,215.721,-191.9233,A374,93.2817,213.033,-190.1469,A401,87.0948,221.266,-183.5655
A373,82.8866,215.721,-191.9233,A400,76.659,223.767,-185.1812,A401,87.0948,221.266,-183.5655
A374,93.2817,213.033,-190.1469,A375,103.5306,210.061,-188.1385,A402,97.4169,218.476,-181.7102
